101811843;二茂烧烤店;烧烤;农林路与光明南大街交叉口东行200米路南;邯山区
23730913;北京果木烤鸭;北京菜;光明大街与育红路交叉口西行20米路南;罗城头
67967824;麦香村烘焙;面包/饮品;罗成头街道罗三生活区南行20米中华南立交桥北头南湖大酒店斜对面;中华南
14871757;中银快捷宾馆;经济型;和平路20号;汽车西站
3994600;工程大学(光明南大街校区);教育院校;集贤路河北工程大学;罗城头
98775925;呷哺呷哺(美食林店);火锅;光明南大街79号美食林超市一层;罗城头
58731204;美食林(邯郸春天店);小吃面食;农林路与陵西大街交叉口;春天百货商场
97932483;八号院超越火锅鸡;火锅;陵西南大街与水厂路南行50米路东;邯山区
9604578;美食林(千鑫店);快餐简餐;光明南大街与渚河路交叉口西北角;罗城头
3995767;邯郸学院;教育院校;学院北路东段;罗城头
6615271;金佰济自助韩式烧烤;自助餐;滏东北大街美食林滏东购物广场2楼;明珠广场
13694698;左右时光(矿院店);咖啡厅;文秀路南苑小区南门1号;中华南
98197987;良子足浴;足疗按摩;中华南大街汇金大酒店7楼;中华南
97932483;八号院超越火锅鸡;火锅;陵西南大街与水厂路南行50米路东;邯山区
14890231;速8酒店(邯郸体育场店);经济型;陵东街27号;文化宫
6615271;金佰济自助韩式烧烤;自助餐;滏东北大街美食林滏东购物广场2楼;明珠广场
92666673;龙端足道;足疗按摩;滏东大街与滏漳路交叉口西北角路西半边天北侧二楼;明珠广场
77265004;有家火锅店;火锅;水厂路与滏西大街交叉口西行200米路南;罗城头
57397001;大喜龙虾(邯郸总店);海鲜;滏东大街明珠广场南行300米路东;邯山区
95339693;天府掌柜;川菜;农林路与光明南大街交叉口东行100米路北;邯山区
14771415;第二幼儿园分园;幼儿园;南环路金碧苑1号楼内;中华南
98866905;123秘制火锅鸡(美罗城清真店);火锅;水厂路与怡园街交叉口南行150米路东;罗城头
18524891;丽奶馨蛋糕;面包/饮品;邯山街路西商城东口;中华南
96395401;沪上阿姨(隆基泰和店);面包/饮品;邯山街和五仓路交叉口隆基泰和广场北门8号门;邯山区
90571649;乐汀银幕;私人影院;滏河大街与渚河路交叉口滏瑞特时代广场A座5层;罗城头
11683293;邯郸市二十七中学;教育院校;渚河路45号;春天百货商场
8828960;台式糕艺(爱七店);面包/饮品;中心医院东门对面报社胡同东行200米路北，;新丹兰商场
22999322;仟焙利烘焙(农林店);面包/饮品;农林路176号;春天百货商场
13710712;圣安娜蛋糕店(总店);面包/饮品;中华大街51号;新丹兰商场
21006128;好时光蛋糕店(水厂店);面包/饮品;光明路与水厂路交叉口东行400米路北;中华南
98672667;圆崊宾馆;经济型;陵园路128号;邯山区
6957730;美食林(新秀店);小吃面食;滏河南大街与学院北路交叉口;罗城头
18344448;韩膳阁石锅烤肉;烧烤;浴新大街与盛和路交叉口东行150米路北;春天百货商场
90375479;朗和园汗蒸坊;洗浴/汗蒸;五仓街赵都新城朗和园底商;赵都新城
56914674;格瑞斯西饼屋(赵都新城店);面包/饮品;浴新南街道浴新南大街与渚河路交叉口西南角;邯山区
28625834;蜜雪冰城;面包/饮品;光明南大街与学院北路交叉口北行200米阳光超市南侧;罗城头
5185495;本释嘉酒店;经济型;陵园路11号;汽车西站
27198759;多喜焙甜;面包/饮品;光明大街与水厂路交叉口北50米路东;罗城头
67797610;炸酱面(和平店);韩国料理;光明北大街15号;邯山区
65568335;正新鸡排(邯郸店);小吃面食;和平路国风斜对面;汽车西站
90985658;花甲天下(邯山店);海鲜;邯山街与和平路交叉口南行100米路西;邯山区
